start	strand	target_basepairing_propensity
14781	+	0.727
14782	+	0.764
14783	+	0.7925
14784	+	0.78
14785	+	0.737
14786	+	0.6945
14787	+	0.6675
14788	+	0.643
14789	+	0.6185
14790	+	0.5945
14791	+	0.5945
14792	+	0.604
14793	+	0.608
14794	+	0.616
14795	+	0.616
14796	+	0.6165
14797	+	0.62
14798	+	0.6265
14799	+	0.635
14800	+	0.618
14801	+	0.5995
14802	+	0.581
14803	+	0.57
14804	+	0.605
14805	+	0.6255
14806	+	0.6495
14807	+	0.6695
14808	+	0.6835
14809	+	0.713
14810	+	0.7195
14811	+	0.682
14812	+	0.6555
14813	+	0.643
14814	+	0.624
14815	+	0.584
14816	+	0.5525
14817	+	0.523
14818	+	0.4935
14819	+	0.471
14820	+	0.474
14821	+	0.468
14822	+	0.4595
14823	+	0.478
14824	+	0.489
14825	+	0.505
14826	+	0.5175
14827	+	0.5355
14828	+	0.556
14829	+	0.561
14830	+	0.5555
14831	+	0.556
14832	+	0.534
14833	+	0.503
14834	+	0.4745
14835	+	0.5005
14836	+	0.5295
14837	+	0.5585
14838	+	0.587
14839	+	0.6055
14840	+	0.611
14841	+	0.627
14842	+	0.616
14843	+	0.5795
14844	+	0.561
14845	+	0.5505
14846	+	0.5375
14847	+	0.537
14848	+	0.537
14849	+	0.538
14850	+	0.5725
14851	+	0.5935
14852	+	0.626
14853	+	0.6385
14854	+	0.6415
14855	+	0.6335
14856	+	0.624
14857	+	0.5985
14858	+	0.581
14859	+	0.5585
14860	+	0.534
14861	+	0.5135
14862	+	0.5455
14863	+	0.5595
14864	+	0.572
14865	+	0.5865
14866	+	0.5985
14867	+	0.5975
14868	+	0.587
14869	+	0.5535
14870	+	0.5195
14871	+	0.5215
14872	+	0.523
14873	+	0.5575
14874	+	0.602
14875	+	0.6255
14876	+	0.639
14877	+	0.668
14878	+	0.6885
14879	+	0.71
14880	+	0.7345
14881	+	0.7255
14882	+	0.6955
14883	+	0.6735
14884	+	0.661
14885	+	0.646
14886	+	0.636
14887	+	0.598
14888	+	0.569
14889	+	0.5715
14890	+	0.5735
14891	+	0.584
14892	+	0.582
14893	+	0.577
14894	+	0.5405
14895	+	0.503
14896	+	0.4765
14897	+	0.475
14898	+	0.4745
14899	+	0.479
14900	+	0.497
14901	+	0.53
14902	+	0.5555
14903	+	0.581
14904	+	0.599
14905	+	0.6165
14906	+	0.6325
14907	+	0.654
14908	+	0.6755
14909	+	0.6875
14910	+	0.701
14911	+	0.683
14912	+	0.6755
14913	+	0.6365
14914	+	0.6275
14915	+	0.6345
14916	+	0.6455
14917	+	0.6295
14918	+	0.615
14919	+	0.571
14920	+	0.5255
14921	+	0.506
14922	+	0.507
14923	+	0.5065
14924	+	0.5015
14925	+	0.497
14926	+	0.494
14927	+	0.509
14928	+	0.498
14929	+	0.4855
14930	+	0.467
14931	+	0.4495
14932	+	0.464
14933	+	0.4985
14934	+	0.546
14935	+	0.577
14936	+	0.593
14937	+	0.6055
14938	+	0.6165
14939	+	0.657
14940	+	0.6545
14941	+	0.639
14942	+	0.6085
14943	+	0.621
14944	+	0.62
14945	+	0.6185
14946	+	0.6205
14947	+	0.627
14948	+	0.6595
14949	+	0.695
14950	+	0.7295
14951	+	0.724
14952	+	0.6935
14953	+	0.6685
14954	+	0.666
14955	+	0.664
14956	+	0.6585
14957	+	0.649
14958	+	0.61
14959	+	0.599
14960	+	0.632
14961	+	0.656
14962	+	0.6755
14963	+	0.648
14964	+	0.6085
14965	+	0.569
14966	+	0.5595
14967	+	0.5515
14968	+	0.541
14969	+	0.5215
14970	+	0.5175
14971	+	0.557
14972	+	0.593
14973	+	0.626
14974	+	0.6215
14975	+	0.589
14976	+	0.5475
14977	+	0.533
14978	+	0.5785
14979	+	0.594
14980	+	0.6085
14981	+	0.632
14982	+	0.66
14983	+	0.692
14984	+	0.735
14985	+	0.778
14986	+	0.786
14987	+	0.7655
14988	+	0.747
14989	+	0.717
14990	+	0.6775
14991	+	0.634
14992	+	0.5895
14993	+	0.544
14994	+	0.522
14995	+	0.541
14996	+	0.582
14997	+	0.6115
14998	+	0.5905
14999	+	0.553
15000	+	0.5205
15001	+	0.4885
15002	+	0.4465
15003	+	0.3995
15004	+	0.368
15005	+	0.326
15006	+	0.3285
15007	+	0.358
15008	+	0.388
15009	+	0.4365
15010	+	0.4465
15011	+	0.481
15012	+	0.5055
15013	+	0.53
15014	+	0.5095
15015	+	0.476
15016	+	0.433
15017	+	0.3885
15018	+	0.364
15019	+	0.383
15020	+	0.403
15021	+	0.4185
15022	+	0.444
15023	+	0.4745
15024	+	0.496
15025	+	0.5215
15026	+	0.5025
15027	+	0.479
15028	+	0.449
15029	+	0.4225
15030	+	0.4345
15031	+	0.422
15032	+	0.428
15033	+	0.4165
15034	+	0.425
15035	+	0.451
15036	+	0.4705
15037	+	0.4925
15038	+	0.5145
15039	+	0.5095
15040	+	0.492
15041	+	0.485
15042	+	0.478
15043	+	0.464
15044	+	0.427
15045	+	0.4005
15046	+	0.388
15047	+	0.389
15048	+	0.3965
15049	+	0.3915
15050	+	0.3865
15051	+	0.386
15052	+	0.374
15053	+	0.377
15054	+	0.38
15055	+	0.3655
15056	+	0.369
15057	+	0.3715
15058	+	0.374
15059	+	0.3805
15060	+	0.3815
15061	+	0.3695
15062	+	0.368
15063	+	0.3815
15064	+	0.402
15065	+	0.4125
15066	+	0.434
15067	+	0.4555
15068	+	0.475
15069	+	0.502
15070	+	0.5285
15071	+	0.518
15072	+	0.5045
15073	+	0.5235
15074	+	0.547
15075	+	0.5705
15076	+	0.5525
15077	+	0.5595
15078	+	0.569
15079	+	0.577
15080	+	0.601
15081	+	0.6305
15082	+	0.6135
15083	+	0.5905
15084	+	0.5775
15085	+	0.606
15086	+	0.608
15087	+	0.604
15088	+	0.602
15089	+	0.6015
15090	+	0.565
15091	+	0.5585
15092	+	0.5605
15093	+	0.5325
15094	+	0.5045
15095	+	0.4785
15096	+	0.522
15097	+	0.535
15098	+	0.5455
15099	+	0.5555
15100	+	0.5535
15101	+	0.551
15102	+	0.5845
15103	+	0.6235
15104	+	0.662
15105	+	0.657
15106	+	0.6585
15107	+	0.6565
15108	+	0.6565
15109	+	0.625
15110	+	0.632
15111	+	0.6315
15112	+	0.6705
15113	+	0.7095
15114	+	0.729
15115	+	0.7605
15116	+	0.751
15117	+	0.742
15118	+	0.725
15119	+	0.692
15120	+	0.661
15121	+	0.6315
15122	+	0.5935
15123	+	0.548
15124	+	0.5315
15125	+	0.5235
15126	+	0.511
15127	+	0.493
15128	+	0.4695
15129	+	0.47
15130	+	0.4715
15131	+	0.512
15132	+	0.495
15133	+	0.4835
15134	+	0.4915
15135	+	0.4925
15136	+	0.4945
15137	+	0.468
15138	+	0.4455
15139	+	0.4335
15140	+	0.425
15141	+	0.4155
15142	+	0.415
15143	+	0.4145
15144	+	0.402
15145	+	0.3965
15146	+	0.3915
15147	+	0.3935
15148	+	0.421
15149	+	0.4565
15150	+	0.464
15151	+	0.4415
15152	+	0.4345
15153	+	0.422
15154	+	0.412
15155	+	0.395
15156	+	0.378
15157	+	0.4035
15158	+	0.433
15159	+	0.47
15160	+	0.4965
15161	+	0.524
15162	+	0.551
15163	+	0.58
15164	+	0.5925
15165	+	0.604
15166	+	0.599
15167	+	0.6115
15168	+	0.602
15169	+	0.5775
15170	+	0.598
15171	+	0.6245
15172	+	0.6235
15173	+	0.624
15174	+	0.639
15175	+	0.654
15176	+	0.669
15177	+	0.6445
15178	+	0.6295
15179	+	0.633
15180	+	0.644
15181	+	0.6645
15182	+	0.6575
15183	+	0.6485
15184	+	0.629
15185	+	0.5935
15186	+	0.574
15187	+	0.5465
15188	+	0.531
15189	+	0.532
15190	+	0.503
15191	+	0.466
15192	+	0.4785
15193	+	0.487
15194	+	0.4725
15195	+	0.458
15196	+	0.444
15197	+	0.4655
15198	+	0.4525
15199	+	0.4215
15200	+	0.3855
15201	+	0.368
15202	+	0.382
15203	+	0.4065
15204	+	0.443
15205	+	0.4805
15206	+	0.524
15207	+	0.561
15208	+	0.586
15209	+	0.6045
15210	+	0.64
15211	+	0.6785
15212	+	0.686
15213	+	0.7035
15214	+	0.703
15215	+	0.6885
15216	+	0.692
15217	+	0.6915
15218	+	0.7165
15219	+	0.7425
15220	+	0.7435
15221	+	0.7555
15222	+	0.7635
15223	+	0.7575
15224	+	0.7165
15225	+	0.684
15226	+	0.6825
15227	+	0.6735
15228	+	0.6625
15229	+	0.6565
15230	+	0.61
15231	+	0.5635
15232	+	0.5295
15233	+	0.488
15234	+	0.4705
15235	+	0.506
15236	+	0.5235
15237	+	0.5275
15238	+	0.531
15239	+	0.503
15240	+	0.511
15241	+	0.515
15242	+	0.5095
15243	+	0.5185
15244	+	0.524
15245	+	0.5655
15246	+	0.573
15247	+	0.574
15248	+	0.542
15249	+	0.528
15250	+	0.5295
15251	+	0.529
15252	+	0.5605
15253	+	0.5935
15254	+	0.629
15255	+	0.631
15256	+	0.6195
15257	+	0.5955
15258	+	0.571
15259	+	0.578
15260	+	0.5885
15261	+	0.5635
15262	+	0.534
15263	+	0.4885
15264	+	0.4825
15265	+	0.4415
15266	+	0.439
15267	+	0.4465
15268	+	0.4825
15269	+	0.5045
15270	+	0.544
15271	+	0.578
15272	+	0.577
15273	+	0.5655
15274	+	0.544
15275	+	0.507
15276	+	0.4925
15277	+	0.498
15278	+	0.525
15279	+	0.5485
15280	+	0.5695
15281	+	0.5775
15282	+	0.593
15283	+	0.603
15284	+	0.598
15285	+	0.601
15286	+	0.5945
15287	+	0.5775
15288	+	0.581
15289	+	0.582
15290	+	0.5645
15291	+	0.555
15292	+	0.5655
15293	+	0.5505
15294	+	0.5695
15295	+	0.607
15296	+	0.635
15297	+	0.658
15298	+	0.6555
15299	+	0.6605
15300	+	0.626
15301	+	0.643
15302	+	0.6655
15303	+	0.698
15304	+	0.74
15305	+	0.737
15306	+	0.7015
15307	+	0.6755
15308	+	0.6395
15309	+	0.5975
15310	+	0.611
15311	+	0.623
15312	+	0.617
15313	+	0.6455
15314	+	0.6095
15315	+	0.565
15316	+	0.5195
15317	+	0.5125
15318	+	0.5115
15319	+	0.503
15320	+	0.536
15321	+	0.534
15322	+	0.5205
15323	+	0.5065
15324	+	0.5
15325	+	0.536
15326	+	0.563
15327	+	0.5935
15328	+	0.603
15329	+	0.62
15330	+	0.6005
15331	+	0.586
15332	+	0.5525
15333	+	0.523
15334	+	0.533
15335	+	0.5415
15336	+	0.5765
15337	+	0.5705
15338	+	0.561
15339	+	0.531
15340	+	0.528
15341	+	0.529
15342	+	0.5415
15343	+	0.559
15344	+	0.528
15345	+	0.5225
15346	+	0.5265
15347	+	0.5295
15348	+	0.52
15349	+	0.5075
15350	+	0.497
15351	+	0.483
15352	+	0.477
15353	+	0.5105
15354	+	0.5425
15355	+	0.576
15356	+	0.579
15357	+	0.586
15358	+	0.5965
15359	+	0.629
15360	+	0.616
15361	+	0.6195
15362	+	0.625
15363	+	0.605
15364	+	0.639
15365	+	0.6495
15366	+	0.629
15367	+	0.635
15368	+	0.674
15369	+	0.7135
15370	+	0.751
15371	+	0.7785
15372	+	0.815
15373	+	0.808
15374	+	0.801
15375	+	0.794
15376	+	0.762
15377	+	0.7645
15378	+	0.7595
15379	+	0.753
15380	+	0.7295
15381	+	0.6815
15382	+	0.639
15383	+	0.619
15384	+	0.59
15385	+	0.5765
15386	+	0.595
15387	+	0.595
15388	+	0.56
15389	+	0.5235
15390	+	0.511
15391	+	0.514
15392	+	0.5235
15393	+	0.5335
15394	+	0.5115
15395	+	0.5145
15396	+	0.546
15397	+	0.547
15398	+	0.5535
15399	+	0.5625
15400	+	0.582
15401	+	0.602
15402	+	0.642
15403	+	0.6805
15404	+	0.7195
15405	+	0.7205
15406	+	0.7205
15407	+	0.6855
15408	+	0.696
15409	+	0.7045
15410	+	0.693
15411	+	0.69
15412	+	0.682
15413	+	0.6725
15414	+	0.686
15415	+	0.6745
15416	+	0.662
15417	+	0.6385
15418	+	0.6415
15419	+	0.6225
15420	+	0.6395
15421	+	0.66
15422	+	0.6525
15423	+	0.6455
15424	+	0.614
15425	+	0.5935
15426	+	0.5765
15427	+	0.591
15428	+	0.616
15429	+	0.642
15430	+	0.654
15431	+	0.651
15432	+	0.625
15433	+	0.62
15434	+	0.6225
15435	+	0.625
15436	+	0.645
15437	+	0.6765
15438	+	0.6825
15439	+	0.696
15440	+	0.686
15441	+	0.673
15442	+	0.6485
15443	+	0.6245
15444	+	0.6405
15445	+	0.6485
15446	+	0.6355
15447	+	0.6145
15448	+	0.57
15449	+	0.536
15450	+	0.5135
15451	+	0.5075
15452	+	0.518
15453	+	0.51
15454	+	0.522
15455	+	0.534
15456	+	0.526
15457	+	0.5235
15458	+	0.481
15459	+	0.452
15460	+	0.432
15461	+	0.4465
15462	+	0.473
15463	+	0.5015
15464	+	0.483
15465	+	0.476
15466	+	0.4855
15467	+	0.49
15468	+	0.495
15469	+	0.5195
15470	+	0.546
15471	+	0.563
15472	+	0.5495
15473	+	0.5385
15474	+	0.508
15475	+	0.505
15476	+	0.5075
15477	+	0.503
15478	+	0.538
15479	+	0.5375
15480	+	0.5315
15481	+	0.507
15482	+	0.4815
15483	+	0.485
15484	+	0.5025
15485	+	0.492
15486	+	0.482
15487	+	0.479
15488	+	0.4755
15489	+	0.486
15490	+	0.493
15491	+	0.4645
15492	+	0.469
15493	+	0.4855
15494	+	0.487
15495	+	0.488
15496	+	0.49
15497	+	0.4925
15498	+	0.495
15499	+	0.5165
15500	+	0.514
15501	+	0.498
15502	+	0.5175
15503	+	0.5065
15504	+	0.5125
15505	+	0.5495
15506	+	0.587
15507	+	0.6245
15508	+	0.6605
15509	+	0.65
15510	+	0.6065
15511	+	0.631
15512	+	0.6565
15513	+	0.667
15514	+	0.6535
15515	+	0.6145
15516	+	0.5825
15517	+	0.55
15518	+	0.517
15519	+	0.499
15520	+	0.503
15521	+	0.5045
15522	+	0.4715
15523	+	0.444
15524	+	0.45
15525	+	0.452
15526	+	0.454
15527	+	0.4125
15528	+	0.4075
15529	+	0.407
15530	+	0.4425
15531	+	0.439
15532	+	0.4365
15533	+	0.4325
15534	+	0.4675
15535	+	0.497
15536	+	0.485
15537	+	0.5155
15538	+	0.5475
15539	+	0.5795
15540	+	0.618
15541	+	0.6555
15542	+	0.667
15543	+	0.682
15544	+	0.6825
15545	+	0.6835
15546	+	0.654
15547	+	0.668
15548	+	0.643
15549	+	0.613
15550	+	0.607
15551	+	0.605
15552	+	0.6055
15553	+	0.581
15554	+	0.5885
15555	+	0.6005
15556	+	0.623
15557	+	0.595
15558	+	0.5705
15559	+	0.542
15560	+	0.5075
15561	+	0.469
15562	+	0.491
15563	+	0.504
15564	+	0.4975
15565	+	0.499
15566	+	0.531
15567	+	0.563
15568	+	0.598
15569	+	0.5995
15570	+	0.611
15571	+	0.6125
15572	+	0.6135
15573	+	0.6405
15574	+	0.6045
15575	+	0.5685
15576	+	0.5555
15577	+	0.55
15578	+	0.573
15579	+	0.6
15580	+	0.634
15581	+	0.6695
15582	+	0.633
15583	+	0.6355
15584	+	0.6375
15585	+	0.6385
15586	+	0.639
15587	+	0.639
15588	+	0.6385
15589	+	0.6755
15590	+	0.639
15591	+	0.6015
15592	+	0.562
15593	+	0.522
15594	+	0.552
15595	+	0.5815
15596	+	0.611
15597	+	0.642
15598	+	0.643
15599	+	0.6305
15600	+	0.597
15601	+	0.586
15602	+	0.6125
15603	+	0.609
15604	+	0.5835
15605	+	0.56
15606	+	0.5605
15607	+	0.5405
15608	+	0.543
15609	+	0.524
15610	+	0.566
15611	+	0.615
15612	+	0.6565
15613	+	0.6935
15614	+	0.693
15615	+	0.698
15616	+	0.703
15617	+	0.707
15618	+	0.664
15619	+	0.64
15620	+	0.637
15621	+	0.6095
15622	+	0.6215
15623	+	0.6235
15624	+	0.6475
15625	+	0.671
15626	+	0.6705
15627	+	0.69
15628	+	0.682
15629	+	0.6955
15630	+	0.659
15631	+	0.6225
15632	+	0.6155
15633	+	0.58
15634	+	0.552
15635	+	0.5475
15636	+	0.5445
15637	+	0.5185
15638	+	0.5675
15639	+	0.61
15640	+	0.6355
15641	+	0.6535
15642	+	0.6435
15643	+	0.65
15644	+	0.652
15645	+	0.648
15646	+	0.6445
15647	+	0.623
15648	+	0.6045
15649	+	0.569
15650	+	0.5795
15651	+	0.6095
15652	+	0.6155
15653	+	0.655
15654	+	0.6715
15655	+	0.677
15656	+	0.6775
15657	+	0.702
15658	+	0.6965
15659	+	0.6925
15660	+	0.709
15661	+	0.739
15662	+	0.7585
15663	+	0.7175
15664	+	0.6805
15665	+	0.641
15666	+	0.601
15667	+	0.6265
15668	+	0.654
15669	+	0.6975
15670	+	0.7205
15671	+	0.7235
15672	+	0.728
15673	+	0.7275
15674	+	0.7385
15675	+	0.722
15676	+	0.709
15677	+	0.695
15678	+	0.685
15679	+	0.6525
15680	+	0.631
15681	+	0.608
15682	+	0.581
15683	+	0.592
15684	+	0.598
15685	+	0.6095
15686	+	0.6385
15687	+	0.617
15688	+	0.5955
15689	+	0.5815
15690	+	0.546
15691	+	0.515
15692	+	0.498
15693	+	0.4845
15694	+	0.477
15695	+	0.4795
15696	+	0.463
15697	+	0.4375
15698	+	0.45
15699	+	0.4715
15700	+	0.4885
15701	+	0.4815
15702	+	0.506
15703	+	0.5365
15704	+	0.564
15705	+	0.5975
15706	+	0.614
15707	+	0.604
15708	+	0.596
15709	+	0.573
15710	+	0.5795
15711	+	0.6125
15712	+	0.6255
15713	+	0.634
15714	+	0.641
15715	+	0.621
15716	+	0.62
15717	+	0.628
15718	+	0.587
15719	+	0.5655
15720	+	0.531
15721	+	0.5195
15722	+	0.4805
15723	+	0.4475
15724	+	0.46
15725	+	0.461
15726	+	0.46
15727	+	0.479
15728	+	0.4635
15729	+	0.4575
15730	+	0.4435
15731	+	0.4045
15732	+	0.403
15733	+	0.4075
15734	+	0.402
15735	+	0.4255
15736	+	0.4485
15737	+	0.4675
15738	+	0.4925
15739	+	0.512
15740	+	0.509
15741	+	0.5515
15742	+	0.594
15743	+	0.6225
15744	+	0.614
15745	+	0.5665
15746	+	0.53
15747	+	0.505
15748	+	0.513
15749	+	0.5565
15750	+	0.5945
15751	+	0.627
15752	+	0.6295
15753	+	0.5945
15754	+	0.574
15755	+	0.555
15756	+	0.5675
15757	+	0.582
15758	+	0.5935
15759	+	0.6045
15760	+	0.643
15761	+	0.638
15762	+	0.633
15763	+	0.636
15764	+	0.638
15765	+	0.679
15766	+	0.671
15767	+	0.662
15768	+	0.653
15769	+	0.6055
15770	+	0.571
15771	+	0.5365
15772	+	0.501
15773	+	0.5425
15774	+	0.5785
15775	+	0.6085
15776	+	0.602
15777	+	0.603
15778	+	0.607
15779	+	0.61
15780	+	0.605
15781	+	0.594
15782	+	0.582
15783	+	0.541
15784	+	0.501
15785	+	0.468
15786	+	0.473
15787	+	0.475
15788	+	0.475
15789	+	0.497
15790	+	0.515
15791	+	0.5345
15792	+	0.547
15793	+	0.503
15794	+	0.4815
15795	+	0.469
15796	+	0.462
15797	+	0.4465
15798	+	0.431
15799	+	0.416
15800	+	0.392
15801	+	0.378
15802	+	0.3665
15803	+	0.385
15804	+	0.4015
15805	+	0.394
15806	+	0.41
15807	+	0.45
15808	+	0.492
15809	+	0.519
15810	+	0.5415
15811	+	0.5625
15812	+	0.591
15813	+	0.608
15814	+	0.6025
15815	+	0.5965
15816	+	0.6095
15817	+	0.61
15818	+	0.6105
15819	+	0.6105
15820	+	0.6095
15821	+	0.6085
15822	+	0.5985
15823	+	0.584
15824	+	0.6025
15825	+	0.642
15826	+	0.66
15827	+	0.658
15828	+	0.6355
15829	+	0.611
15830	+	0.585
15831	+	0.559
15832	+	0.528
15833	+	0.552
15834	+	0.5675
15835	+	0.5745
15836	+	0.5615
15837	+	0.532
15838	+	0.5025
15839	+	0.4765
15840	+	0.4665
15841	+	0.4925
15842	+	0.5285
15843	+	0.5685
15844	+	0.575
15845	+	0.545
15846	+	0.5145
15847	+	0.496
15848	+	0.5055
15849	+	0.523
15850	+	0.5395
15851	+	0.5295
15852	+	0.5275
15853	+	0.495
15854	+	0.4795
15855	+	0.468
15856	+	0.4575
15857	+	0.489
15858	+	0.5205
15859	+	0.5545
15860	+	0.583
15861	+	0.578
15862	+	0.548
15863	+	0.5375
15864	+	0.525
15865	+	0.5415
15866	+	0.557
15867	+	0.5605
15868	+	0.555
15869	+	0.536
15870	+	0.534
15871	+	0.5435
15872	+	0.5395
15873	+	0.535
15874	+	0.5275
15875	+	0.5305
15876	+	0.535
15877	+	0.5235
15878	+	0.497
15879	+	0.493
15880	+	0.4945
15881	+	0.473
15882	+	0.4565
15883	+	0.42
15884	+	0.391
15885	+	0.3655
15886	+	0.3665
15887	+	0.3815
15888	+	0.396
15889	+	0.419
15890	+	0.4285
15891	+	0.448
15892	+	0.4745
15893	+	0.4835
15894	+	0.5025
15895	+	0.494
15896	+	0.4795
15897	+	0.474
15898	+	0.4835
15899	+	0.477
15900	+	0.478
15901	+	0.4735
15902	+	0.504
15903	+	0.536
15904	+	0.555
15905	+	0.572
15906	+	0.564
15907	+	0.5325
15908	+	0.5165
15909	+	0.4935
15910	+	0.456
15911	+	0.4295
15912	+	0.418
15913	+	0.428
15914	+	0.433
15915	+	0.441
15916	+	0.468
15917	+	0.467
15918	+	0.469
15919	+	0.4565
15920	+	0.434
15921	+	0.43
15922	+	0.433
15923	+	0.416
15924	+	0.4145
15925	+	0.415
15926	+	0.409
15927	+	0.403
15928	+	0.396
15929	+	0.3845
15930	+	0.3965
15931	+	0.417
15932	+	0.424
15933	+	0.424
15934	+	0.422
15935	+	0.4145
15936	+	0.408
15937	+	0.4265
15938	+	0.454
15939	+	0.4785
15940	+	0.502
15941	+	0.5175
15942	+	0.532
15943	+	0.5485
15944	+	0.576
15945	+	0.601
15946	+	0.634
15947	+	0.6755
15948	+	0.696
15949	+	0.727
15950	+	0.753
15951	+	0.738
15952	+	0.7245
15953	+	0.7125
15954	+	0.723
15955	+	0.738
15956	+	0.749
15957	+	0.732
15958	+	0.689
15959	+	0.663
15960	+	0.67
15961	+	0.6885
15962	+	0.6835
15963	+	0.6655
15964	+	0.631
15965	+	0.5855
15966	+	0.5675
15967	+	0.5495
15968	+	0.54
15969	+	0.528
15970	+	0.512
15971	+	0.526
15972	+	0.5365
15973	+	0.5395
15974	+	0.5295
15975	+	0.544
15976	+	0.548
15977	+	0.579
15978	+	0.6085
15979	+	0.627
15980	+	0.6165
15981	+	0.604
15982	+	0.5895
15983	+	0.604
15984	+	0.6175
15985	+	0.642
15986	+	0.645
15987	+	0.641
15988	+	0.6305
15989	+	0.618
15990	+	0.607
15991	+	0.5845
15992	+	0.561
15993	+	0.5505
15994	+	0.5615
15995	+	0.5615
15996	+	0.5495
15997	+	0.5135
15998	+	0.493
15999	+	0.5065
16000	+	0.5125
16001	+	0.5285
16002	+	0.5465
16003	+	0.565
16004	+	0.5845
16005	+	0.567
16006	+	0.544
16007	+	0.529
16008	+	0.521
16009	+	0.5065
16010	+	0.489
16011	+	0.4775
16012	+	0.4705
16013	+	0.503
16014	+	0.501
16015	+	0.4985
16016	+	0.507
16017	+	0.5455
16018	+	0.579
16019	+	0.537
16020	+	0.5055
16021	+	0.502
16022	+	0.4965
16023	+	0.4905
16024	+	0.4505
16025	+	0.447
16026	+	0.4395
16027	+	0.433
16028	+	0.426
16029	+	0.4265
16030	+	0.427
16031	+	0.43
16032	+	0.4345
16033	+	0.3995
16034	+	0.3675
16035	+	0.339
16036	+	0.2995
16037	+	0.271
16038	+	0.249
16039	+	0.2645
16040	+	0.2835
16041	+	0.2485
16042	+	0.2325
16043	+	0.217
16044	+	0.2365
16045	+	0.277
16046	+	0.316
16047	+	0.343
16048	+	0.365
16049	+	0.3885
16050	+	0.4135
16051	+	0.4205
16052	+	0.4295
16053	+	0.4465
16054	+	0.4735
16055	+	0.5
16056	+	0.5245
16057	+	0.5405
16058	+	0.5625
16059	+	0.5825
16060	+	0.594
16061	+	0.6285
16062	+	0.642
16063	+	0.654
16064	+	0.667
16065	+	0.6665
16066	+	0.6475
16067	+	0.638
16068	+	0.633
16069	+	0.6455
16070	+	0.6655
16071	+	0.703
16072	+	0.73
16073	+	0.7225
16074	+	0.696
16075	+	0.6705
16076	+	0.6495
16077	+	0.638
16078	+	0.6025
16079	+	0.573
16080	+	0.563
16081	+	0.548
16082	+	0.537
16083	+	0.522
16084	+	0.483
16085	+	0.4425
16086	+	0.424
16087	+	0.446
16088	+	0.4565
16089	+	0.457
16090	+	0.446
16091	+	0.435
16092	+	0.402
16093	+	0.409
16094	+	0.4305
16095	+	0.459
16096	+	0.496
16097	+	0.504
16098	+	0.509
16099	+	0.5245
16100	+	0.54
16101	+	0.5565
16102	+	0.573
16103	+	0.585
16104	+	0.617
16105	+	0.648
16106	+	0.68
16107	+	0.673
16108	+	0.679
16109	+	0.6865
16110	+	0.699
16111	+	0.7115
16112	+	0.7525
16113	+	0.7415
16114	+	0.757
16115	+	0.759
16116	+	0.761
16117	+	0.771
16118	+	0.8055
16119	+	0.83
16120	+	0.789
16121	+	0.7495
16122	+	0.71
16123	+	0.7215
16124	+	0.736
16125	+	0.748
16126	+	0.7615
16127	+	0.774
16128	+	0.7855
16129	+	0.741
16130	+	0.734
16131	+	0.7235
16132	+	0.7175
16133	+	0.754
16134	+	0.752
16135	+	0.7515
16136	+	0.746
16137	+	0.746
16138	+	0.7095
16139	+	0.7075
16140	+	0.7545
16141	+	0.7925
16142	+	0.819
16143	+	0.8035
16144	+	0.7595
16145	+	0.7145
16146	+	0.667
16147	+	0.6375
16148	+	0.632
16149	+	0.648
16150	+	0.6385
16151	+	0.6385
16152	+	0.6345
16153	+	0.621
16154	+	0.5745
16155	+	0.5635
16156	+	0.5565
16157	+	0.555
16158	+	0.5855
16159	+	0.546
16160	+	0.4995
16161	+	0.497
16162	+	0.5085
16163	+	0.5265
16164	+	0.572
16165	+	0.5765
16166	+	0.581
16167	+	0.567
16168	+	0.5285
16169	+	0.509
16170	+	0.4765
16171	+	0.438
16172	+	0.4435
16173	+	0.456
16174	+	0.5
16175	+	0.507
16176	+	0.515
16177	+	0.52
16178	+	0.525
16179	+	0.563
16180	+	0.5725
16181	+	0.5765
16182	+	0.5695
16183	+	0.556
16184	+	0.552
16185	+	0.56
16186	+	0.594
16187	+	0.619
16188	+	0.652
16189	+	0.6855
16190	+	0.697
16191	+	0.713
16192	+	0.688
16193	+	0.6795
16194	+	0.6525
16195	+	0.6485
16196	+	0.6325
16197	+	0.6125
16198	+	0.5975
16199	+	0.5865
16200	+	0.615
16201	+	0.6095
16202	+	0.5965
16203	+	0.607
16204	+	0.6105
16205	+	0.619
16206	+	0.627
16207	+	0.6435
16208	+	0.6545
16209	+	0.6695
16210	+	0.7045
16211	+	0.7345
16212	+	0.7615
16213	+	0.73
16214	+	0.717
16215	+	0.6835
16216	+	0.7035
16217	+	0.723
16218	+	0.737
16219	+	0.7485
16220	+	0.7545
16221	+	0.758
16222	+	0.777
16223	+	0.7765
16224	+	0.774
16225	+	0.7725
16226	+	0.775
16227	+	0.7775
16228	+	0.7345
16229	+	0.7125
16230	+	0.715
16231	+	0.7185
16232	+	0.7215
16233	+	0.765
16234	+	0.7805
16235	+	0.776
16236	+	0.7425
16237	+	0.6965
16238	+	0.65
16239	+	0.604
16240	+	0.573
16241	+	0.5465
16242	+	0.507
16243	+	0.4625
16244	+	0.426
16245	+	0.4145
16246	+	0.398
16247	+	0.3875
16248	+	0.411
16249	+	0.423
16250	+	0.4175
16251	+	0.3925
16252	+	0.3895
16253	+	0.3725
16254	+	0.38
16255	+	0.4065
16256	+	0.4205
16257	+	0.4265
